_time,_measurement,host,location,room,humidity,is_moving,light,mic,temperature
2025-08-30T19:47:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,76.56238532110089,30.275229357798164,0.9914678899082556,21.96330275229358,26.84403669724771
2025-08-30T19:50:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,74.20769230769234,4.395604395604396,3.0592307692307683,18.263736263736263,27.309890109890112
2025-08-30T19:52:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,71.7669811320754,0.0,4.043207547169815,15.169811320754716,27.49999999999997
2025-08-30T19:54:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,70.51025641025633,0.0,4.047948717948719,15.957264957264956,27.757264957265026
2025-08-30T19:56:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,69.56923076923084,0.0,0.2884615384615384,16.523076923076925,27.95307692307693
2025-08-30T19:58:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,68.78318584070813,0.0,0.0,15.84070796460177,28.07522123893799
2025-08-30T20:00:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,68.49008264462803,0.0,0.0,15.652892561983473,28.197520661157
2025-08-30T20:03:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,67.9702898550725,0.0,0.0,15.55072463768116,28.321739130434832
2025-08-30T20:05:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,67.59923076923087,0.0,0.0,15.8,28.40000000000006
2025-08-30T20:07:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,67.69999999999993,0.0,0.0,15.507692307692308,28.40000000000006
2025-08-30T20:09:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,67.78478260869578,0.0,0.0,15.869565217391305,28.400000000000063
2025-08-30T20:11:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,67.4333333333332,0.0,0.0,15.62878787878788,28.473484848484848
2025-08-30T20:13:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,67.3267716535434,0.0,0.0,15.464566929133856,28.5
2025-08-30T20:16:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.99712230215805,0.0,0.0,15.50359712230216,28.53453237410069
2025-08-30T20:18:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.82558139534896,0.0,0.0,15.51937984496124,28.598449612403044
2025-08-30T20:20:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.7352000000001,0.0,0.0,15.448,28.59999999999994
2025-08-30T20:22:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.60000000000018,0.0,0.0,17.13888888888889,28.60347222222216
2025-08-30T20:24:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.82213740457999,0.0,0.0,16.64885496183206,28.59999999999994
2025-08-30T20:26:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.80000000000003,0.0,0.0,16.574468085106382,28.599999999999937
2025-08-30T20:29:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.89253731343267,0.0,0.0,16.62686567164179,28.59999999999994
2025-08-30T20:31:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.70078125000008,0.0,0.0,16.46875,28.59999999999994
2025-08-30T20:33:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,66.04817518248173,0.0,0.0,15.62043795620438,28.599999999999937
2025-08-30T20:35:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,64.961971830986,0.0,0.0,15.514084507042254,28.599999999999937
2025-08-30T20:37:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,61.635294117647,0.0,0.0,15.992647058823527,28.491176470588258
2025-08-30T20:39:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,61.06666666666664,0.0,0.0,16.21969696969697,28.460606060606068
2025-08-30T20:42:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.99854014598542,0.0,0.0,15.591240875912408,28.5
2025-08-30T20:44:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,61.3758865248228,0.0,0.0,18.19858156028369,28.5
2025-08-30T20:46:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,61.18740157480322,0.0,0.0,16.007874015748033,28.5
2025-08-30T20:48:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,61.12276422764228,0.0,0.0,15.845528455284551,28.52764227642274
2025-08-30T20:50:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,61.06111111111107,0.0,0.0,15.62962962962963,28.5074074074074
2025-08-30T20:52:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.89439252336439,0.0,0.0,15.532710280373832,28.577570093457897
2025-08-30T20:55:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.93888888888885,0.0,0.0,15.255555555555556,28.555555555555525
2025-08-30T20:57:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.899999999999885,0.0,0.0,15.387931034482758,28.5051724137931
2025-08-30T20:59:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.80178571428583,0.0,0.0,15.866071428571429,28.5
2025-08-30T21:01:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.66752136752148,0.0,0.0,15.290598290598291,28.5
2025-08-30T21:03:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.461165048543634,0.0,0.0,15.58252427184466,28.5
2025-08-30T21:05:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.391596638655386,0.0,0.0,16.168067226890756,28.5
2025-08-30T21:08:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.30000000000011,0.0,0.0,15.524271844660197,28.50485436893204
2025-08-30T21:10:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.22086956521739,0.0,0.0,15.8,28.510434782608687
2025-08-30T21:12:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,60.10000000000003,0.0,0.0,16.045454545454547,28.599999999999955
2025-08-30T21:14:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.957812499999854,0.0,0.0,15.5703125,28.59999999999994
2025-08-30T21:16:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.86635514018691,0.0,0.0,15.682242990654206,28.59626168224294
2025-08-30T21:18:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.70232558139526,0.0,0.0,15.430232558139537,28.5453488372093
2025-08-30T21:21:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.77017543859647,0.0,0.0,15.675438596491228,28.52105263157893
2025-08-30T21:23:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.71238938053089,0.0,0.0,16.061946902654867,28.53982300884952
2025-08-30T21:25:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.69999999999988,0.0,0.0,15.772357723577237,28.59999999999994
2025-08-30T21:27:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.68611111111098,0.0,0.0,16.416666666666668,28.592592592592545
2025-08-30T21:29:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.72647058823528,0.0,0.0,15.803921568627452,28.564705882352914
2025-08-30T21:31:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.70378787878776,0.0,0.0,15.590909090909092,28.59999999999994
2025-08-30T21:34:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.69999999999988,0.0,0.0,16.172727272727272,28.599999999999945
2025-08-30T21:36:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.84537037037027,0.0,0.0,15.555555555555555,28.599999999999948
2025-08-30T21:38:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.91221374045792,0.0,0.0,15.916030534351146,28.59999999999994
2025-08-30T21:40:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.90892857142847,0.0,0.0,15.464285714285714,28.599999999999945
2025-08-30T21:42:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,59.77461538461539,0.0,0.0,15.53076923076923,28.626923076922992
2025-08-30T21:44:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,58.67999999999987,0.0,0.0,15.42142857142857,28.64642857142853
2025-08-30T21:47:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,58.23703703703709,0.0,0.0,16.288888888888888,28.602222222222164
2025-08-30T21:49:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,57.81986301369867,0.0,0.0,15.650684931506849,28.601369863013645
2025-08-30T21:51:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,57.74850746268661,0.0,0.0,15.723880597014926,28.59999999999994
2025-08-30T21:53:30Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,57.77333333333335,0.0,0.0,15.651851851851852,28.648148148148056
2025-08-30T21:55:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,57.70888888888876,0.0,0.0,15.525925925925923,28.69999999999993
2025-08-30T21:57:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,57.80847457627115,0.0,0.0,16.54237288135593,28.69999999999995
2025-08-30T22:00:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,57.82682926829278,0.0,0.0,15.182926829268292,28.700000000000006
