#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,double,double,double,double,double,double,double,double,double,double
#default,mean,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,host,location,room,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,humidity,is_moving,light,mic,temperature
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:20:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13387096774193546,0.02225806451612904,1.0325806451612907,0.22451612903225804,0.27161290322580645,0.0012903225806451628,59.79999999999997,0,0,13.258064516129032,21
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:21:17.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13388235294117662,0.022235294117647072,1.033529411764707,0.28211764705882364,0.2907058823529412,0.007411764705882357,59.683529411764724,0,0,13.070588235294117,21.037647058823506
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:22:15Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13383720930232573,0.02232558139534885,1.0325581395348846,0.2846511627906976,0.33651162790697664,-0.006395348837209304,59.50813953488372,0,0,13.930232558139535,21.09999999999997
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:23:12.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13356321839080476,0.022528735632183924,1.033103448275863,0.297471264367816,0.29103448275862065,-0.03678160919540229,59.41609195402297,0,0,11.413793103448276,21.11609195402298
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:24:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13244186046511644,0.022093023255813967,1.0336046511627917,0.31011627906976735,0.3446511627906975,0.004069767441860465,59.32906976744197,0,0,12.790697674418604,21.20000000000003
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:25:07.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13247191011235973,0.022808988764044958,1.0341573033707878,0.2729213483146067,0.3259550561797752,-0.010561797752808988,59.22696629213472,0,0,11.640449438202246,21.20000000000003
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:26:05Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13168674698795194,0.02168674698795182,1.033734939759037,0.30457831325301205,0.2853012048192772,-0.009759036144578315,59.149397590361474,0,0,14.301204819277109,21.200000000000028
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:27:02.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.1328048780487806,0.022682926829268306,1.0339024390243914,0.2853658536585365,0.29865853658536584,-0.04487804878048781,59.04390243902437,0,0,12.292682926829269,21.25609756097559
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:28:00Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13229729729729736,0.022432432432432446,1.033243243243244,0.2983783783783785,0.2887837837837837,-0.00972972972972973,58.91756756756761,0,0,15.27027027027027,21.299999999999972
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:28:57.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13170454545454563,0.02102272727272729,1.0317045454545462,0.29715909090909093,0.3019318181818182,-0.02625000000000001,58.83863636363649,0,0,12.5,21.29999999999997
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:29:55Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13202380952380968,0.02202380952380954,1.0328571428571438,0.2848809523809524,0.30726190476190485,-0.03523809523809524,58.8000000000001,0,0,13.416666666666666,21.36190476190479
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:30:52.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13186046511627925,0.020697674418604664,1.0341860465116286,0.29697674418604664,0.2886046511627907,-0.022325581395348848,58.65930232558142,0,0,11.174418604651162,21.395348837209333
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:31:50Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.1317948717948719,0.02089743589743591,1.0339743589743595,0.29333333333333333,0.26166666666666655,-0.04474358974358973,58.59487179487176,0,0,14.794871794871796,21.400000000000027
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:32:47.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.131609195402299,0.021494252873563234,1.034712643678162,0.30965517241379326,0.2714942528735631,-0.023793103448275853,58.5,0,0,11.632183908045977,21.400000000000034
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:33:45Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13179775280898892,0.020898876404494397,1.0332584269662934,0.2786516853932586,0.26505617977528084,-0.036629213483146066,58.5,0,0,11.707865168539326,21.400000000000034
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:34:42.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13202247191011252,0.02179775280898878,1.0338202247191022,0.26483146067415725,0.28269662921348304,-0.029438202247191004,58.45730337078646,0,0,13.51685393258427,21.400000000000034
,,0,2025-11-07T00:20:00Z,2025-11-07T06:05:00Z,2025-11-07T00:35:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.13125000000000017,0.022159090909090927,1.033750000000001,0.2946590909090909,0.25852272727272735,-0.05318181818181819,58.39090909090912,0,0,12.011363636363637,21.432954545454553
