#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,double,double,double,double,double,double,double,double,double,double
#default,mean,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,host,location,room,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,humidity,is_moving,light,mic,temperature
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:25:07Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.13384615384615384,-0.1427692307692308,0.8978461538461533,-4.779076923076925,7.113538461538462,-1.2523076923076923,72.82923076923073,50,0,5.153846153846154,18.830769230769235
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:26:18Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.13646341463414643,-0.14195121951219522,0.8986585365853659,-4.793170731707319,7.103536585365853,-1.2079268292682925,72.04756097560974,50,0,9.621951219512194,18.963414634146336
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:27:29Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.1372619047619049,-0.14250000000000013,0.8973809523809523,-4.792857142857142,7.1192857142857155,-1.2220238095238094,71.37380952380965,50,0,9.023809523809524,19.0845238095238
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:28:40Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.1388888888888888,-0.14288888888888887,0.8973333333333329,-4.775555555555556,7.104222222222224,-1.250222222222222,70.97333333333337,50,0,4.333333333333333,19.18666666666668
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:29:51Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.1393999999999999,-0.1409999999999999,0.8981999999999996,-4.8004,7.1482,-1.2588000000000001,70.33399999999995,50,0,8.3,19.29599999999998
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:31:02Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.13952380952380963,-0.14142857142857154,0.8980952380952381,-4.803452380952381,7.13154761904762,-1.2736904761904757,70.00238095238085,50,0,9.095238095238095,19.35833333333336
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:32:13Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.13942307692307682,-0.1417307692307692,0.8982692307692299,-4.782115384615383,7.118653846153847,-1.2349999999999999,69.75192307692299,50,0,8.788461538461538,19.399999999999984
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:33:24Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.13999999999999993,-0.14016393442622943,0.8983606557377042,-4.7837704918032795,7.070983606557376,-1.249672131147541,69.41803278688532,50,0,5.475409836065574,19.491803278688526
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:34:35Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.13999999999999996,-0.1409302325581395,0.8986046511627901,-4.768837209302325,7.158604651162789,-1.2079069767441863,69.19534883720928,50,0,5.069767441860465,19.5
,,0,2025-12-10T23:24:00Z,2025-12-11T06:30:00Z,2025-12-10T23:35:46Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.14032786885245893,-0.140655737704918,0.8988524590163925,-4.756393442622952,7.099672131147544,-1.2337704918032788,68.89016393442633,50,0,9.19672131147541,19.578688524590163
