#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,double,double,double,double,double,double,double,double,double,double
#default,mean,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,host,location,room,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,humidity,is_moving,light,mic,temperature
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:40:47.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06894736842105267,0.0873684210526316,1.0294736842105263,0.12526315789473683,1.8531578947368421,-0.22789473684210523,68.03684210526316,0,0,0.7368421052631579,19.800000000000004
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:41:35Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06633333333333338,0.08666666666666667,1.0303333333333335,0.08866666666666669,1.8359999999999999,-0.17699999999999996,67.93000000000004,0,0,2.6333333333333333,19.8
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:42:22.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06558139534883721,0.08465116279069768,1.029302325581396,0.17534883720930236,1.8358139534883713,-0.15023255813953484,67.81395348837212,0,0,6.209302325581396,19.799999999999986
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:43:10Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06647058823529416,0.085,1.030588235294118,0.15794117647058825,1.7717647058823527,-0.16588235294117643,67.78529411764701,0,0,4.882352941176471,19.799999999999994
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:43:57.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0658823529411765,0.0861764705882353,1.030294117647059,0.13529411764705884,1.8788235294117648,-0.21764705882352942,67.63823529411762,0,0,9.882352941176471,19.799999999999994
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:44:45Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06558139534883722,0.08395348837209303,1.0297674418604656,0.17232558139534887,1.8318604651162786,-0.2213953488372093,67.5139534883721,0,0,7.72093023255814,19.799999999999986
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:45:32.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06545454545454546,0.08454545454545453,1.0298181818181824,0.1112727272727273,1.8020000000000005,-0.21363636363636362,67.49454545454546,0,0,8.436363636363636,19.79999999999998
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:46:20Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06625000000000003,0.084375,1.0287499999999998,0.12062500000000001,1.845625,-0.163125,67.43124999999999,0,0,9.25,19.800000000000004
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:47:07.5Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06500000000000003,0.084375,1.029375,0.18625000000000003,1.8706249999999998,-0.24625,67.39999999999999,0,0,8.9375,19.800000000000004
,,0,2025-12-01T22:40:00Z,2025-12-02T03:25:00Z,2025-12-01T22:47:55Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.06657894736842107,0.08657894736842103,1.0300000000000005,0.15657894736842104,1.851842105263158,-0.22526315789473692,67.31315789473686,0,0,7,19.79999999999999
