#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,double,double,double,double,double,double,double,double,double,double
#default,mean,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,host,location,room,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,humidity,is_moving,light,mic,temperature
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:33:17.754Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,0,1,0.049999999999999996,-0.045454545454545456,-0.030909090909090907,62.877272727272725,0,0,22.681818181818183,19.118181818181814
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:34:21.587Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,-0.001,1.002,0.057999999999999996,0.05399999999999999,-0.0010000000000000009,62.60000000000001,0,0,23.8,19.199999999999996
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:35:25.42Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,0.0009090909090909091,0.9995454545454543,0.005909090909090903,-0.014090909090909086,0.000909090909090908,62.23636363636362,0,0,18.863636363636363,19.286363636363642
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:36:29.253Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0.0008333333333333334,-0.0008333333333333334,0.9983333333333334,-0.04166666666666666,0.06416666666666666,-0.005833333333333336,62.025,0,0,28.583333333333332,19.300000000000004
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:37:33.086Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,0,1.000909090909091,0.038181818181818185,0.02181818181818182,0.004545454545454552,61.899999999999984,0,0,14.181818181818182,19.400000000000002
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:38:36.919Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0004347826086956522,0,0.9995652173913043,-0.020434782608695655,0.00043478260869565544,0.023913043478260867,61.74782608695654,0,0,26.565217391304348,19.39999999999999
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:39:40.752Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,0.0018181818181818182,1,0.08454545454545455,-0.060909090909090906,0.05272727272727273,61.62727272727273,0,0,16,19.400000000000002
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:40:44.585Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,-0.0009090909090909091,0.9990909090909091,-0.004090909090909092,-0.008181818181818177,-0.004090909090909092,61.540909090909096,0,0,27.59090909090909,19.5
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:41:48.418Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,0,0.9988888888888889,0.022222222222222233,-0.06666666666666667,0.01333333333333333,61.39999999999999,0,0,17.333333333333332,19.5
,,0,2025-11-24T00:32:00Z,2025-11-24T06:55:00Z,2025-11-24T00:42:52.251Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,0,-0.00125,1.0004166666666667,0.028333333333333335,0.035,-0.030416666666666658,61.33749999999997,0,0,22.833333333333332,19.5
