_time,_measurement,host,location,room,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,humidity,is_moving,light,mic,temperature
2025-11-22T00:32:36.084Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0878947368421052,0.1173684210526316,0.946315789473684,9.357894736842104,-4.573684210526315,-1.4484210526315788,78.57368421052634,50.0,0.0,33.0,18.910526315789472
2025-11-22T00:33:35.751Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0856521739130434,0.1184782608695652,0.947608695652174,9.54217391304348,-4.413913043478261,-1.4830434782608697,77.78260869565216,50.0,0.0,28.67391304347826,19.106521739130457
2025-11-22T00:34:35.418Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.08,0.1197142857142857,0.9488571428571428,9.338,-4.595999999999999,-1.5105714285714285,76.94571428571426,50.0,0.0,21.62857142857143,19.28285714285714
2025-11-22T00:35:35.085Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0791044776119403,0.1202985074626866,0.9482089552238808,9.369253731343282,-4.549701492537315,-1.4104477611940294,76.38656716417908,50.0,0.0,25.94029850746269,19.39104477611941
2025-11-22T00:36:34.752Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.08,0.1204166666666667,0.9479166666666664,9.399999999999997,-4.588333333333332,-1.4525000000000003,75.99583333333332,50.0,0.0,32.875,19.45833333333333
2025-11-22T00:37:34.419Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0793939393939394,0.12,0.9481818181818178,9.44848484848485,-4.513333333333334,-1.4912121212121214,75.6090909090909,50.0,0.0,22.696969696969692,19.5
2025-11-22T00:38:34.086Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0796,0.1208,0.9478000000000004,9.3906,-4.559,-1.4594000000000005,75.20199999999996,50.0,0.0,23.3,19.592000000000013
2025-11-22T00:39:33.753Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0797916666666667,0.1208333333333334,0.9479166666666672,9.403541666666667,-4.602708333333333,-1.4354166666666666,74.97500000000002,50.0,0.0,25.4375,19.610416666666683
2025-11-22T00:40:33.42Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0793181818181818,0.1195454545454546,0.9461363636363636,9.409999999999998,-4.620909090909091,-1.4495454545454545,74.81590909090913,50.0,0.0,27.113636363636363,19.700000000000014
2025-11-22T00:41:33.087Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.08,0.1205454545454546,0.9480000000000006,9.386545454545455,-4.601818181818182,-1.4498181818181817,74.61454545454541,50.0,0.0,24.10909090909091,19.70000000000002
2025-11-22T00:42:32.754Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0790196078431372,0.1211764705882353,0.9480392156862748,9.390588235294118,-4.572549019607844,-1.4711764705882353,74.4098039215687,50.0,0.0,25.94117647058824,19.790196078431357
2025-11-22T00:43:32.421Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.08,0.1207272727272728,0.9467272727272732,9.374363636363636,-4.586545454545455,-1.4709090909090907,74.30909090909093,50.0,0.0,20.545454545454547,19.79999999999998
2025-11-22T00:44:32.088Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0790909090909091,0.1209090909090909,0.9468181818181818,9.36590909090909,-4.558636363636364,-1.4577272727272723,74.17727272727272,50.0,0.0,28.59090909090909,19.800000000000008
2025-11-22T00:45:31.755Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0793939393939394,0.1206060606060606,0.947272727272727,9.333636363636362,-4.626363636363637,-1.4769696969696968,74.11818181818177,50.0,0.0,23.818181818181817,19.8
2025-11-22T00:46:31.422Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.08,0.1215254237288136,0.946440677966102,9.387796610169492,-4.60542372881356,-1.4847457627118648,73.94067796610175,50.0,0.0,26.135593220338983,19.79999999999998
2025-11-22T00:47:31.089Z,corso_IoT,ESP_LEOPIZZI,Lecce,Stanza,-0.0798076923076923,0.1215384615384616,0.9448076923076922,9.345,-4.592115384615384,-1.4444230769230768,73.86538461538471,50.0,0.0,25.884615384615383,19.88269230769229
